age,balance,housing,loan,duration,campaign,y,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,poutcome_other,poutcome_success,poutcome_unknown
30,34,1,1,238,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
41,1273,0,0,73,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
51,37,0,1,206,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
59,6955,0,1,179,10,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
39,490,0,0,44,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
56,1860,1,0,129,5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
41,3135,1,1,160,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
50,67,0,1,156,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
57,0,1,1,512,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
36,1173,1,1,50,5,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
38,2978,0,1,65,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
32,1873,1,1,23,24,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
58,4015,0,0,106,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
38,746,0,0,256,3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
48,7,0,0,633,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
42,1002,0,0,109,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
56,337,1,0,99,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
40,746,0,0,246,3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
56,770,1,0,59,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
60,662,0,0,241,4,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
36,1736,1,0,63,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
37,847,0,0,54,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
46,3494,1,0,87,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
59,-162,1,1,122,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
43,519,0,0,973,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True
46,4,0,1,166,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
39,0,0,0,375,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
56,3,0,0,111,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
43,1794,1,0,35,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
51,806,0,0,32,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
46,0,0,0,625,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
55,0,1,1,124,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
58,683,0,0,157,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
60,1690,0,0,1467,4,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True
53,2057,1,0,134,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
53,472,1,1,325,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
38,15477,0,0,114,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
48,5320,1,0,792,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
50,261,0,0,155,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
35,250,0,0,170,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
45,1006,0,0,124,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
38,0,1,0,111,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
49,443,0,0,25,11,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
35,1465,0,0,40,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
57,1054,0,0,25,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
47,194,0,0,368,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
40,2135,1,0,95,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
44,522,0,1,911,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True
53,1777,1,0,253,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
59,279,0,0,41,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
55,0,0,0,398,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
56,4365,0,0,361,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
45,550,0,1,97,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
31,224,1,0,20,19,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
49,1119,1,0,493,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
42,297,0,0,65,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
45,4994,0,0,48,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
26,-46,1,0,382,7,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True
40,224,0,0,606,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
46,457,1,1,74,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
52,1697,0,0,153,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
52,2269,0,0,1210,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True
50,396,0,0,716,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True
42,0,1,0,158,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
54,2281,1,0,158,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
48,0,1,1,139,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
57,9689,1,0,313,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
43,0,0,0,273,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
44,-1746,1,0,218,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
43,1517,0,0,45,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True
52,1545,0,0,115,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
43,0,0,0,280,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
35,165,0,1,109,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
51,0,0,1,179,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
42,61,0,0,115,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True
44,-254,0,0,25,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
56,310,0,0,75,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
42,3717,0,0,235,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
38,933,0,0,95,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
35,347,0,0,231,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
41,24055,0,1,132,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
47,1917,0,0,39,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
44,2886,0,0,31,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
50,-1137,1,1,64,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
54,386,0,1,838,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True
38,1604,0,0,1276,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
43,584,0,0,27,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
39,759,1,0,100,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
43,1,0,0,188,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
58,5523,0,0,141,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
44,0,0,1,144,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
57,468,1,0,329,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
57,0,0,0,45,4,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
40,5807,1,0,98,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
44,179,1,0,75,3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
44,10984,0,0,258,18,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
40,109,0,0,402,22,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
54,1463,0,0,60,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
40,1876,0,1,269,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
56,0,0,1,422,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
37,1038,0,0,307,3,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
57,9311,0,0,485,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
50,0,1,0,174,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
57,9103,0,1,1098,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
30,457,1,0,115,20,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
43,126,1,0,351,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
46,0,0,0,62,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
41,0,0,0,89,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
43,0,1,0,113,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
49,923,0,0,471,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
36,1355,1,0,256,8,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
55,5,0,0,108,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
41,167,0,0,48,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
38,1005,0,0,76,12,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
35,14,1,0,35,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
55,1735,0,0,375,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
47,287,0,0,63,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
52,0,0,0,166,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
41,-206,0,0,342,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
36,0,0,0,332,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
56,878,0,0,123,3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
53,-223,0,0,160,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
57,1466,0,0,326,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
56,3164,0,0,245,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
44,2400,0,0,82,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
40,408,1,0,37,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
41,0,0,0,95,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
47,2559,0,0,374,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
36,977,0,0,172,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
45,0,0,1,74,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
57,27069,0,1,174,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
48,3260,0,0,111,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
56,665,1,0,109,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
46,296,1,0,205,4,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
56,0,0,0,471,2,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True
27,-48,1,0,168,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
38,0,1,0,211,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
60,0,0,0,105,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
25,-306,1,0,534,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
37,43,1,0,250,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
41,-771,0,1,343,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
42,-215,0,0,1573,5,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True
56,549,0,1,181,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
47,302,1,0,89,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
28,-494,1,0,232,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
49,557,1,0,126,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
56,5879,0,0,237,3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
51,3045,0,1,208,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
60,196,0,0,583,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
50,1098,0,0,174,3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
36,7123,0,0,26,17,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
52,1500,0,1,109,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
51,1295,0,1,288,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
43,672,1,0,14,6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
20,-322,1,0,73,4,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
36,44,0,0,11,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
47,1111,0,0,415,4,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
39,470,1,0,44,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
53,3975,0,0,23,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
38,348,0,0,446,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
29,908,1,0,1663,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True
60,4722,0,0,459,3,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True
43,506,0,0,398,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
47,1694,0,1,560,3,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True
55,16,0,0,64,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
42,-9,0,0,248,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
39,80,0,0,124,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
51,495,1,1,154,8,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
57,-92,1,1,1617,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
39,-251,0,0,421,6,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
60,1393,0,0,591,6,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
47,1121,0,0,454,6,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
57,5,0,0,165,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
37,1549,1,0,161,7,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
40,0,0,0,618,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
38,293,0,0,70,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
41,2067,1,0,120,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
36,207,0,0,1478,5,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
47,33,1,1,14,25,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
56,475,1,1,110,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
46,101,1,0,40,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
40,188,1,1,570,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True
36,0,0,0,519,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
44,251,0,0,14,6,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
59,544,0,0,67,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
54,515,0,1,825,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
41,-319,0,0,263,3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
38,2885,1,0,1422,10,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True
45,186,0,0,554,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
34,490,1,0,55,12,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
39,4168,1,0,172,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
37,142,0,0,553,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
38,9669,0,0,15,3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
56,954,0,0,81,10,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
39,127,0,0,150,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
44,2237,1,0,125,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
38,3419,1,0,324,5,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
47,-57,0,1,93,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
36,0,1,0,156,7,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
32,2326,1,0,62,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
55,2074,0,0,19,4,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True
42,396,0,1,47,2,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
49,2,1,0,16,20,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
52,-107,1,1,134,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
31,1361,1,0,176,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
48,10724,0,0,238,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
50,2812,1,0,17,37,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
43,177,0,0,9,18,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
30,685,1,0,25,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
45,904,1,1,14,9,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
42,161,1,0,365,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
39,12,0,0,210,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
43,377,0,1,11,5,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
37,0,0,0,12,14,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
36,1313,1,0,8,10,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
37,3728,0,0,55,4,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
36,79,0,0,9,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
59,0,0,0,13,5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
35,273,0,0,28,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
54,1241,0,0,17,5,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
54,1323,0,0,47,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
37,3876,0,0,8,12,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
56,3643,0,0,11,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
45,1557,0,0,158,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
58,741,0,0,81,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
39,3832,1,0,14,13,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
38,155,1,0,25,26,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
45,5163,0,0,9,2,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
42,494,0,0,154,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
37,1779,1,0,34,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
39,1654,0,0,264,6,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
46,12186,0,0,29,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
52,2206,1,0,20,18,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
42,0,0,0,85,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
39,0,0,0,13,11,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
47,505,0,0,152,3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
24,126,1,0,10,58,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
52,911,0,0,29,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
38,1113,0,0,34,4,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
34,0,1,1,34,29,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
29,-498,1,0,17,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
49,3394,1,0,14,22,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
37,3075,0,0,29,3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
53,6859,1,0,32,27,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
56,0,0,0,134,10,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
47,2820,0,0,92,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
48,0,0,0,26,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
33,13494,1,0,27,25,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
40,258,0,0,14,13,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
47,44,0,0,15,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
38,530,0,0,17,6,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
44,1286,1,0,268,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
38,258,0,1,587,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
42,4800,0,0,10,11,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
46,974,1,0,652,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
31,813,1,0,16,18,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
36,760,0,0,9,13,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
51,-265,1,0,435,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
41,1498,0,0,10,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
51,325,1,0,123,4,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
35,118,0,0,12,4,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
50,1088,1,0,179,21,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
53,77,0,0,13,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
55,11,0,0,14,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
48,71,0,0,524,4,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
57,1168,0,0,74,5,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
48,2677,0,0,23,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
41,0,0,0,850,3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
42,-56,1,0,126,14,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
24,39,1,0,15,3,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True
52,649,1,1,7,20,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
53,-214,1,0,49,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
47,2515,0,0,40,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
36,853,0,0,15,12,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
53,57,1,0,4,20,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
37,1483,0,0,32,9,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
60,2166,0,0,8,9,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
51,1550,0,0,12,5,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
47,12276,0,0,77,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
47,3556,1,0,130,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
52,64,0,0,9,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
36,1573,1,0,17,10,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
52,280,0,0,8,12,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
38,-522,1,1,18,22,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
51,3984,0,0,7,12,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
48,1876,1,0,11,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
37,146,1,0,16,8,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
43,-312,1,0,26,11,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
56,0,0,0,39,8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
42,1430,1,1,16,3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
52,-297,1,0,11,21,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
43,819,0,0,285,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
37,5052,1,0,37,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
43,-59,1,0,205,5,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
36,976,0,0,408,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
33,0,1,0,27,16,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True
29,142,1,1,312,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
38,6209,0,0,46,10,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
42,3253,0,0,18,7,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
46,0,0,0,1023,3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True
40,-283,0,0,253,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
41,188,1,1,10,14,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
43,985,1,1,51,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
37,344,0,0,407,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
45,3854,1,0,10,3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
52,0,0,0,9,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
44,456,0,0,110,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
49,947,0,0,808,2,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True
38,6999,0,0,11,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
38,-627,1,1,176,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
46,3390,0,0,152,3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
51,4655,0,0,44,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
45,625,0,0,13,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
41,15,0,0,13,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
46,5464,0,0,79,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
52,3421,0,0,212,8,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
57,1592,0,1,78,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
50,213,1,1,87,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
43,740,1,0,585,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True
43,-41,0,0,8,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
42,671,1,0,10,29,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
55,1539,0,0,65,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
47,1855,0,0,129,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
55,241,1,0,14,6,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
38,1409,1,0,9,14,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
55,4777,0,1,12,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
